GEOID,visits,prep,prep_idx,prep_w,device,max_wind,count_wind_21_33,max_rain,experienced_wind_33,experienced_rain_150,count_rain_70_150,max_rain,FIPS,PropertyDmgPerCapita,coastal_flag,coastal_flag_county,ida_ge_33
221090003001,39,p,1,0,202.0,34.1884127297108,4,156.60967238439076,2,2,1,156.60967238439076,22109,0.7674244,1,1,1
221090014001,12,p,1,0,75.0,40.2564029359621,4,144.53562927246094,2,1,1,144.53562927246094,22109,0.7674244,1,1,1
221090017001,22,p,1,0,161.0,43.622144670933,3,130.9166717529297,2,1,2,130.9166717529297,22109,0.7674244,1,1,1
221090017003,66,p,1,0,227.0,34.1308760035951,4,160.25,2,2,1,160.25,22109,0.7674244,1,1,1
221090009002,8,p,1,0,61.0,34.2802312058407,3,173.4626947590309,2,2,2,173.4626947590309,22109,0.7674244,1,1,1
221090005003,14,p,1,0,50.0,34.3011252521548,3,173.47859215816467,2,2,2,173.47859215816467,22109,0.7674244,1,1,1
221090004022,24,p,1,0,93.0,34.2969004904399,3,158.362556329127,2,2,1,158.362556329127,22109,0.7674244,1,1,1
221090009001,17,p,1,0,154.0,34.3223655946624,3,176.19599982259405,2,2,2,176.19599982259405,22109,0.7674244,1,1,1
221090009003,12,p,1,0,51.0,34.2836453743769,3,179.00742605015907,2,2,2,179.00742605015907,22109,0.7674244,1,1,1
221090008002,14,p,1,0,86.0,34.1933889127767,3,185.74558422252457,2,2,2,185.74558422252457,22109,0.7674244,1,1,1
221090008005,32,p,1,0,177.0,33.9252997602199,3,181.2466124022663,2,2,2,181.2466124022663,22109,0.7674244,1,1,1
220990205022,39,p,1,0,305.0,37.5135518725741,3,141.89999389648438,2,1,4,141.89999389648438,22099,2.17976609,0,1,1
220930404003,22,p,1,0,54.0,43.7268889515115,4,130.14999389648438,2,1,2,130.14999389648438,22093,0.29947926,1,1,1
220930402001,16,p,1,0,108.0,43.302082890047,4,125.2549534164771,2,1,2,125.2549534164771,22093,0.29947926,1,1,1
220930403002,4,p,1,0,54.0,44.9094234244376,4,116.5999984741211,2,1,2,116.5999984741211,22093,0.29947926,1,1,1
220930405002,8,p,1,0,74.0,41.5440690511018,3,122.55555725097656,2,1,1,122.55555725097656,22093,0.29947926,1,1,1
221090001012,50,p,1,0,197.0,39.9304159221673,3,90.6930244039536,2,1,2,90.6930244039536,22109,0.7674244,1,1,1
221259518002,15,p,1,0,153.0,33.4794413916864,2,72.55999755859375,2,1,1,72.55999755859375,22125,0.32906933,0,0,1
221259517011,17,p,1,0,75.0,31.8756882003686,3,101.56666564941406,1,1,1,101.56666564941406,22125,0.32906933,0,0,1
221259517021,8,p,1,0,75.0,32.4668213645178,3,98.21818542480467,1,1,1,98.21818542480467,22125,0.32906933,0,0,1
221259518003,33,p,1,0,206.0,32.5916768443418,4,66.97500610351562,1,1,0,66.97500610351562,22125,0.32906933,0,0,1
220930406001,12,p,1,0,86.0,45.053542478093,4,112.4000015258789,2,1,2,112.4000015258789,22093,0.29947926,1,1,1
220930407002,14,p,1,0,70.0,43.1588384176886,3,117.98157784274062,2,1,3,117.98157784274062,22093,0.29947926,1,1,1
221090001021,20,p,1,0,81.0,42.359972111268,3,133.15974954389506,2,1,2,133.15974954389506,22109,0.7674244,1,1,1
221090001022,32,p,1,0,130.0,42.0713512840208,3,140.89999389648438,2,1,2,140.89999389648438,22109,0.7674244,1,1,1
221090002011,42,p,1,0,168.0,34.2541559212674,4,149.71557252065145,2,1,2,149.71557252065145,22109,0.7674244,1,1,1
221090003002,49,p,1,0,174.0,34.1870401819407,4,160.14744205322165,2,2,1,160.14744205322165,22109,0.7674244,1,1,1
221090003003,4,p,1,0,67.0,34.2132109929008,3,167.68744102918785,2,2,1,167.68744102918785,22109,0.7674244,1,1,1
221090003004,14,p,1,0,49.0,34.2359056212786,3,168.8927201733197,2,2,1,168.8927201733197,22109,0.7674244,1,1,1
221090004021,61,p,1,0,167.0,34.245493686466,4,156.72785761379558,2,2,1,156.72785761379558,22109,0.7674244,1,1,1
221090004023,60,p,1,0,122.0,34.2894663295892,3,159.07460762610154,2,2,1,159.07460762610154,22109,0.7674244,1,1,1
221090011002,12,p,1,0,107.0,36.7610492446463,2,113.05578836061696,2,1,4,113.05578836061696,22109,0.7674244,1,1,1
221090005004,13,p,1,0,65.0,34.2806513405692,3,172.45499495196424,2,2,2,172.45499495196424,22109,0.7674244,1,1,1
221090004012,33,p,1,0,106.0,34.2847607524791,3,163.12973880494684,2,2,1,163.12973880494684,22109,0.7674244,1,1,1
221090004011,21,p,1,0,86.0,34.2484515759912,3,161.75810522859757,2,2,1,161.75810522859757,22109,0.7674244,1,1,1
221090004014,29,p,1,0,143.0,34.2458813615136,3,163.73240151822714,2,2,1,163.73240151822714,22109,0.7674244,1,1,1
221090005001,19,p,1,0,84.0,34.3587153742497,3,166.5,2,2,2,166.5,22109,0.7674244,1,1,1
221090005002,20,p,1,0,121.0,34.3250820374474,3,172.86980090850946,2,2,2,172.86980090850946,22109,0.7674244,1,1,1
220710017411,8,p,1,0,53.0,34.3015355586794,4,92.17896801356969,2,1,5,92.17896801356969,22071,0.06577263,1,1,0
220710017491,4,p,1,0,50.0,35.0492457097358,4,93.08276811537438,2,1,5,93.08276811537438,22071,0.06577263,1,1,0
221090014003,16,p,1,0,101.0,34.0760060763971,2,192.94000244140625,2,2,2,192.94000244140625,22109,0.7674244,1,1,1
221090015002,71,p,1,0,223.0,44.089713155388,3,183.3999938964844,2,2,0,183.3999938964844,22109,0.7674244,1,1,1
221090016001,10,p,1,0,86.0,44.2407329991164,3,108.29999542236328,2,1,1,108.29999542236328,22109,0.7674244,1,1,1
221090017002,177,p,1,0,582.0,44.6571734397332,3,162.5,2,2,1,162.5,22109,0.7674244,1,1,1
221090008004,19,p,1,0,124.0,34.123369865095,3,186.48673308041828,2,2,2,186.48673308041828,22109,0.7674244,1,1,1
221090005005,20,p,1,0,94.0,34.2594806703695,3,167.54411069506156,2,2,1,167.54411069506156,22109,0.7674244,1,1,1
221090006001,12,p,1,0,49.0,33.9061391445891,3,189.8000030517578,2,2,2,189.8000030517578,22109,0.7674244,1,1,1
221090006003,8,p,1,0,78.0,34.2028908623588,3,184.20577976575365,2,2,2,184.20577976575365,22109,0.7674244,1,1,1
221090006005,14,p,1,0,95.0,33.8916079899384,3,174.83325814252032,2,2,2,174.83325814252032,22109,0.7674244,1,1,1
221090007001,19,p,1,0,96.0,34.3334210691057,3,184.1317802552261,2,2,2,184.1317802552261,22109,0.7674244,1,1,1
221090007002,15,p,1,0,59.0,34.2258262686112,3,185.4608460216299,2,2,2,185.4608460216299,22109,0.7674244,1,1,1
221090007003,4,p,1,0,46.0,34.119587536977,3,186.1050715998205,2,2,2,186.1050715998205,22109,0.7674244,1,1,1
221090008001,9,p,1,0,92.0,34.2881950869862,3,188.3999938964844,2,2,2,188.3999938964844,22109,0.7674244,1,1,1
221090009005,22,p,1,0,124.0,34.2060937509675,3,179.13193176742044,2,2,2,179.13193176742044,22109,0.7674244,1,1,1
220710006073,8,p,1,0,82.0,30.3890691077513,5,87.95630700966171,1,1,3,87.95630700966171,22071,0.06577263,1,1,1
221090010002,18,p,1,0,81.0,33.431066658769,2,125.54854594669249,2,1,3,125.54854594669249,22109,0.7674244,1,1,1
221090010003,79,p,1,0,296.0,33.8650704553623,3,151.16732481772897,2,2,2,151.16732481772897,22109,0.7674244,1,1,1
221090011001,23,p,1,0,88.0,36.4836166645296,2,122.0999984741211,2,1,4,122.0999984741211,22109,0.7674244,1,1,1
220710006121,4,p,1,0,109.0,30.6499524635636,5,98.1999969482422,1,1,3,98.1999969482422,22071,0.06577263,1,1,0
220710026001,4,p,1,0,11.0,30.1183400407435,5,124.31905197102402,1,1,4,124.31905197102402,22071,0.06577263,1,1,1
220930402002,12,p,1,0,33.0,43.8097014457873,4,124.62018076401704,2,1,2,124.62018076401704,22093,0.29947926,1,1,1
220930407003,18,p,1,0,123.0,42.3888922928645,3,127.4000015258789,2,1,3,127.4000015258789,22093,0.29947926,1,1,1
220930404002,17,p,1,0,61.0,40.9357046138894,4,140.52500915527344,2,1,2,140.52500915527344,22093,0.29947926,1,1,1
221210202002,12,p,1,0,205.0,34.0442472805929,4,68.5999984741211,2,1,0,68.5999984741211,22121,0.36837128,0,0,1
220710006182,12,p,1,0,99.0,30.5992590926059,5,91.20335061532197,1,1,3,91.20335061532197,22071,0.06577263,1,1,1
221210204011,33,p,1,0,241.0,34.3396729349809,4,70.10983280644751,2,1,1,70.10983280644751,22121,0.36837128,0,0,1
220119602002,40,p,1,0,135.0,42.2894684971225,3,181.23333740234375,2,2,2,181.23333740234375,22011,30.17836803,0,0,0
220119603004,12,p,1,0,58.0,38.3785479570951,3,168.04714671029794,2,2,2,168.04714671029794,22011,30.17836803,0,0,0
220119601001,34,p,1,0,146.0,42.5890393169711,4,275.4750061035156,2,2,1,275.4750061035156,22011,30.17836803,0,0,0
220119607003,64,p,1,0,277.0,52.1562976266972,2,251.260009765625,2,2,2,251.260009765625,22011,30.17836803,0,0,0
220119602003,12,p,1,0,84.0,39.937713889936,2,151.64999389648438,2,2,3,151.64999389648438,22011,30.17836803,0,0,0
220119602001,42,p,1,0,204.0,53.7573189519287,3,162.8583221435547,2,2,1,162.8583221435547,22011,30.17836803,0,0,0
220710014024,4,p,1,0,24.0,30.2002214171857,5,107.15821068362288,1,1,4,107.15821068362288,22071,0.06577263,1,1,1
221179506003,13,p,1,0,95.0,29.8162970081845,4,103.54000091552734,1,1,4,103.54000091552734,22117,0.0022141099999999,0,0,0
220550019041,24,p,1,0,156.0,38.0775469459652,3,150.37899677618685,2,2,2,150.37899677618685,22055,1.5760870500000002,0,0,1
220550019011,24,p,1,0,188.0,39.1249791699504,3,142.10000610351562,2,1,2,142.10000610351562,22055,1.5760870500000002,0,0,0
221179505001,48,p,1,0,124.0,30.164241263638,4,118.5749969482422,1,1,2,118.5749969482422,22117,0.0022141099999999,0,0,0
221179502004,57,p,1,0,188.0,32.8073959073946,4,103.53333282470705,1,1,1,103.53333282470705,22117,0.0022141099999999,0,0,0
221179502001,20,p,1,0,112.0,36.0857555348547,3,79.125,2,1,1,79.125,22117,0.0022141099999999,0,0,0
221179502002,16,p,1,0,128.0,35.4515403965784,3,82.16666412353516,2,1,1,82.16666412353516,22117,0.0022141099999999,0,0,0
221179503002,24,p,1,0,134.0,36.2448499158793,3,105.29999542236328,2,1,1,105.29999542236328,22117,0.0022141099999999,0,0,0
221179505002,34,p,1,0,158.0,38.2232574197976,3,123.72538189002258,2,1,1,123.72538189002258,22117,0.0022141099999999,0,0,0
221179503001,18,p,1,0,56.0,35.0336107629708,3,90.66666412353516,2,1,1,90.66666412353516,22117,0.0022141099999999,0,0,0
221179506001,4,p,1,0,88.0,30.3580215857056,4,89.46666717529297,1,1,3,89.46666717529297,22117,0.0022141099999999,0,0,0
221179504002,18,p,1,0,87.0,34.9177779709862,2,72.75999450683594,2,1,1,72.75999450683594,22117,0.0022141099999999,0,0,0
221179504001,8,p,1,0,54.0,35.1422633512602,2,83.25,2,1,1,83.25,22117,0.0022141099999999,0,0,0
221159508001,16,p,1,0,59.0,41.9911854923417,4,339.05999755859375,2,2,1,339.05999755859375,22115,19.00196373,0,0,0
221010411002,4,p,1,0,79.0,32.6195758178516,5,103.28484344482422,1,1,3,103.28484344482422,22101,0.68496657,1,1,1
221010409002,4,p,1,0,89.0,38.7444824100675,3,91.95066833496094,2,1,2,91.95066833496094,22101,0.68496657,1,1,1
220570217002,24,p,1,0,93.0,33.3472958332063,3,133.8233922772679,2,1,3,133.8233922772679,22057,0.52554993,1,1,1
221059541011,92,p,1,0,273.0,36.8236899710063,3,129.8400786330603,2,1,2,129.8400786330603,22105,0.00826522,0,1,1
221059542002,20,p,1,0,126.0,36.914110064536,3,105.12042791113184,2,1,1,105.12042791113184,22105,0.00826522,0,1,1
221059543001,12,p,1,0,79.0,37.5154218711141,3,95.33720243145596,2,1,2,95.33720243145596,22105,0.00826522,0,1,1
221059543002,24,p,1,0,119.0,37.5842951922107,3,106.43227785664544,2,1,2,106.43227785664544,22105,0.00826522,0,1,1
221059543004,4,p,1,0,50.0,37.582646571588,3,93.8000030517578,2,1,2,93.8000030517578,22105,0.00826522,0,1,1
221059544003,26,p,1,0,113.0,37.2544333577255,3,96.94633902298465,2,1,1,96.94633902298465,22105,0.00826522,0,1,1
221059545021,15,p,1,0,145.0,37.5775085338143,3,97.4538311403118,2,1,1,97.4538311403118,22105,0.00826522,0,1,1
221159506002,30,p,1,0,97.0,36.5332122738387,2,169.81153391909427,2,2,1,169.81153391909427,22115,19.00196373,0,0,0
220190020001,32,p,1,0,118.0,52.8780246911834,2,326.6000061035156,2,2,0,326.6000061035156,22019,32.47305225,0,1,0
220190016004,33,p,1,0,114.0,52.3193634451979,2,314.8661206425823,2,2,1,314.8661206425823,22019,32.47305225,0,1,0
220690006004,28,p,1,0,271.0,29.7103391889357,4,138.3000030517578,1,1,3,138.3000030517578,22069,0.0,0,0,0
220510256001,24,p,1,0,99.0,30.1291385829941,5,91.65143573528267,1,1,5,91.65143573528267,22051,0.05823747,1,1,1
220510263001,4,p,1,0,83.0,29.9814200747891,5,90.58797301471068,1,1,6,90.58797301471068,22051,0.05823747,1,1,1
220510279023,12,p,1,0,145.0,39.1878559233351,4,86.0,2,1,4,86.0,22051,0.05823747,1,1,1
221210202001,4,p,1,0,122.0,33.4070522397486,4,85.0999984741211,2,1,1,85.0999984741211,22121,0.36837128,0,0,1
221210203002,24,p,1,0,133.0,33.5609232208717,4,77.19999694824219,2,1,1,77.19999694824219,22121,0.36837128,0,0,1
220510251032,8,p,1,0,104.0,30.2579085852593,5,93.23210789478,1,1,3,93.23210789478,22051,0.05823747,1,1,1
220510251042,12,p,1,0,73.0,30.2697014817193,5,95.04506052995404,1,1,3,95.04506052995404,22051,0.05823747,1,1,1
220510252012,23,p,1,0,113.0,30.2138015140442,5,88.29193230290117,1,1,5,88.29193230290117,22051,0.05823747,1,1,1
220510255002,8,p,1,0,66.0,30.1355815842744,5,90.4894927475196,1,1,5,90.4894927475196,22051,0.05823747,1,1,1
220510282002,4,p,1,0,47.0,29.4154770067855,5,102.5999984741211,1,1,4,102.5999984741211,22051,0.05823747,1,1,1
220510205122,19,p,1,0,105.0,29.0827984106589,5,125.4702725997778,1,1,3,125.4702725997778,22051,0.05823747,1,1,1
220850007003,12,p,1,0,67.0,43.4809660048621,3,168.1199951171875,2,2,2,168.1199951171875,22085,0.0,0,0,0
220850001002,13,p,1,0,103.0,41.4489914843731,3,184.3933258056641,2,2,1,184.3933258056641,22085,0.0,0,0,0
220850007001,17,p,1,0,178.0,42.2493965159433,3,158.59999084472656,2,2,2,158.59999084472656,22085,0.0,0,0,0
220510239032,20,p,1,0,136.0,29.2409214288909,5,108.3000030517578,1,1,1,108.3000030517578,22051,0.05823747,1,1,1
220510275012,16,p,1,0,174.0,29.08134792643,5,115.3000030517578,1,1,4,115.3000030517578,22051,0.05823747,1,1,1
220090305001,25,p,1,0,169.0,32.4751005074156,3,139.5,1,1,2,139.5,22009,1.52021072,0,0,0
220090303002,19,p,1,0,146.0,31.0873018778859,3,131.5,1,1,2,131.5,22009,1.52021072,0,0,0
220510271001,11,p,1,0,77.0,29.6350128259874,5,96.12828550039536,1,1,5,96.12828550039536,22051,0.05823747,1,1,1
220510230031,4,p,1,0,63.0,29.4133563340251,5,102.11767495662862,1,1,1,102.11767495662862,22051,0.05823747,1,1,1
220550014051,39,p,1,0,182.0,36.0291540636243,3,159.73978524181047,2,2,2,159.73978524181047,22055,1.5760870500000002,0,0,1
220550014052,8,p,1,0,78.0,36.0197318356965,3,160.98229748616788,2,2,3,160.98229748616788,22055,1.5760870500000002,0,0,1
220550014053,20,p,1,0,238.0,36.0726097224169,3,156.79133318432372,2,2,2,156.79133318432372,22055,1.5760870500000002,0,0,1
220550014054,12,p,1,0,91.0,36.1836018519131,3,154.94962981045623,2,2,3,154.94962981045623,22055,1.5760870500000002,0,0,1
220550014061,31,p,1,0,330.0,35.9860030125018,3,161.5,2,2,2,161.5,22055,1.5760870500000002,0,0,1
220550014062,46,p,1,0,396.0,36.6530947927938,3,156.0770668001573,2,2,2,156.0770668001573,22055,1.5760870500000002,0,0,1
220550014044,64,p,1,0,356.0,36.3130540528646,3,154.75423397588267,2,2,3,154.75423397588267,22055,1.5760870500000002,0,0,1
220279505003,8,p,1,0,57.0,25.4532743020724,3,114.47272491455078,1,1,2,114.47272491455078,22027,0.0,0,0,0
220839703002,23,p,1,0,99.0,20.3387091916461,0,193.6066741943359,1,2,0,193.6066741943359,22083,0.01253687,0,0,0
221139508001,8,p,1,0,38.0,39.5570132040169,3,143.61578288304298,2,1,3,143.61578288304298,22113,12.34417553,0,1,0
220659602001,16,p,1,0,149.0,21.4483326477693,1,122.07291412353516,1,1,1,122.07291412353516,22065,0.00606983,0,0,0
220659601001,9,p,1,0,164.0,21.9175493142472,1,89.86571502685547,1,1,1,89.86571502685547,22065,0.00606983,0,0,0
220510278041,8,p,1,0,123.0,30.1735036122371,5,91.16785184061912,1,1,3,91.16785184061912,22051,0.05823747,1,1,1
220530004005,24,p,1,0,172.0,43.4138937996005,3,222.9888916015625,2,2,3,222.9888916015625,22053,34.29631719,0,1,0
220530002002,17,p,1,0,54.0,50.8126997970484,3,251.1374969482422,2,2,0,251.1374969482422,22053,34.29631719,1,1,0
220530004001,18,p,1,0,136.0,47.2268155793696,3,247.57142639160156,2,2,2,247.57142639160156,22053,34.29631719,1,1,0
220530004004,8,p,1,0,57.0,44.2345314218685,3,275.4840193928816,2,2,2,275.4840193928816,22053,34.29631719,0,1,0
220530001001,16,p,1,0,198.0,42.160155583313,2,236.60714721679688,2,2,2,236.60714721679688,22053,34.29631719,0,1,0
220530001002,8,p,1,0,51.0,46.2521643131165,2,299.2333068847656,2,2,2,299.2333068847656,22053,34.29631719,0,1,0
220530004003,8,p,1,0,73.0,44.0028102561836,3,270.0544341112724,2,2,2,270.0544341112724,22053,34.29631719,0,1,0
220530001003,56,p,1,0,271.0,42.7727373504686,2,228.489990234375,2,2,3,228.489990234375,22053,34.29631719,0,1,0
220530003003,8,p,1,0,94.0,49.4901191800436,2,238.7022524986039,2,2,2,238.7022524986039,22053,34.29631719,0,1,0
220530003001,25,p,1,0,136.0,49.2746970120414,2,258.00665283203125,2,2,2,258.00665283203125,22053,34.29631719,0,1,0
220530002001,29,p,1,0,170.0,49.4184332982443,2,376.3055419921875,2,2,0,376.3055419921875,22053,34.29631719,0,1,0
220530003004,12,p,1,0,113.0,50.7331065348309,2,253.8999938964844,2,2,2,253.8999938964844,22053,34.29631719,0,1,0
220530002003,42,p,1,0,234.0,48.4612758779873,2,300.55712890625,2,2,0,300.55712890625,22053,34.29631719,0,1,0
221159503003,40,p,1,0,147.0,46.6314002619208,3,171.83531188964844,2,2,3,171.83531188964844,22115,19.00196373,0,0,0
221159504003,8,p,1,0,45.0,41.7440986647486,2,143.83218284923487,2,1,4,143.83218284923487,22115,19.00196373,0,0,0
221159509003,16,p,1,0,99.0,49.6063680219255,2,163.15713500976562,2,2,1,163.15713500976562,22115,19.00196373,0,0,0
221159501006,24,p,1,0,101.0,40.2771072002137,2,205.68182373046875,2,2,1,205.68182373046875,22115,19.00196373,0,0,0
221159501004,10,p,1,0,81.0,39.7438746886303,2,158.5749969482422,2,2,3,158.5749969482422,22115,19.00196373,0,0,0
221159501005,11,p,1,0,90.0,38.0976053061336,2,172.63999938964844,2,2,2,172.63999938964844,22115,19.00196373,0,0,0
220530005001,19,p,1,0,153.0,43.0158407609505,2,222.5,2,2,3,222.5,22053,34.29631719,0,1,0
220530005002,15,p,1,0,163.0,42.1968681194877,2,220.5407847904835,2,2,3,220.5407847904835,22053,34.29631719,0,1,0
220530005004,38,p,1,0,74.0,41.6077004606196,3,220.2148729115792,2,2,3,220.2148729115792,22053,34.29631719,0,1,0
220530006002,6,p,1,0,35.0,43.1053842629853,2,222.58379083014864,2,2,3,222.58379083014864,22053,34.29631719,0,1,0
221159505004,17,p,1,0,95.0,49.7915768637325,2,149.25,2,1,4,149.25,22115,19.00196373,0,0,0
221159501003,8,p,1,0,49.0,38.7066094856808,2,147.0,2,1,4,147.0,22115,19.00196373,0,0,0
221159505005,41,p,1,0,143.0,39.034559658428,2,156.0,2,2,3,156.0,22115,19.00196373,0,0,0
221159501002,4,p,1,0,56.0,39.1147749964512,2,141.8333282470703,2,1,3,141.8333282470703,22115,19.00196373,0,0,0
221159508005,26,p,1,0,67.0,45.3036476410477,3,158.65455627441406,2,2,3,158.65455627441406,22115,19.00196373,0,0,0
220510212002,35,p,1,0,91.0,29.1644379975336,5,119.7934828676909,1,1,2,119.7934828676909,22051,0.05823747,1,1,1
221179504003,37,p,1,0,153.0,36.4621551397095,2,103.47142791748048,2,1,1,103.47142791748048,22117,0.0022141099999999,0,0,0
221179505003,96,p,1,0,246.0,41.0421288035692,3,113.09285736083984,2,1,2,113.09285736083984,22117,0.0022141099999999,0,0,0
220070505001,12,p,1,0,70.0,40.5719665291002,3,109.75999450683594,2,1,1,109.75999450683594,22007,0.2395300699999999,1,1,1
220070506001,9,p,1,0,121.0,38.9577338020374,3,97.0897103767368,2,1,1,97.0897103767368,22007,0.2395300699999999,1,1,1
220550006032,12,p,1,0,125.0,37.6314707944001,3,163.51055270988215,2,2,2,163.51055270988215,22055,1.5760870500000002,0,0,1
220510236002,11,p,1,0,63.0,29.2010636080926,5,111.1975213702824,1,1,2,111.1975213702824,22051,0.05823747,1,1,1
220510205022,32,p,1,0,139.0,29.1353876289099,5,123.53549231916588,1,1,2,123.53549231916588,22051,0.05823747,1,1,1
220510277033,20,p,1,0,64.0,30.3866396220416,5,88.9526450943743,1,1,5,88.9526450943743,22051,0.05823747,1,1,1
220510261002,20,p,1,0,101.0,30.0800156387115,5,90.24288486429224,1,1,4,90.24288486429224,22051,0.05823747,1,1,1
220510272002,18,p,1,0,70.0,29.61784168822,5,98.82008850882444,1,1,5,98.82008850882444,22051,0.05823747,1,1,1
220710140004,4,p,1,0,23.0,29.994276980913,5,158.52012762903843,1,2,4,158.52012762903843,22071,0.06577263,1,1,1
220710017492,19,p,1,0,42.0,34.6997153510278,4,93.08243272565672,2,1,5,93.08243272565672,22071,0.06577263,1,1,0
220070504002,5,p,1,0,78.0,41.9894026817797,3,51.400001525878906,2,1,0,51.400001525878906,22007,0.2395300699999999,1,1,1
220510205082,21,p,1,0,120.0,28.9426469423204,5,140.47632430127868,1,1,3,140.47632430127868,22051,0.05823747,1,1,1
220510205153,10,p,1,0,49.0,28.9531738293301,5,140.14891195458662,1,1,3,140.14891195458662,22051,0.05823747,1,1,1
220510205152,15,p,1,0,74.0,28.9145573193396,5,142.33901154084916,1,1,3,142.33901154084916,22051,0.05823747,1,1,1
220510205173,19,p,1,0,94.0,29.0561421536476,5,132.39269661147117,1,1,3,132.39269661147117,22051,0.05823747,1,1,1
220330043021,33,p,1,0,174.0,29.672597008481,4,222.6000061035156,1,2,1,222.6000061035156,22033,0.02202799,0,0,1
220510205171,16,p,1,0,75.0,29.0935321839,5,124.06205544530316,1,1,2,124.06205544530316,22051,0.05823747,1,1,1
220510205111,5,p,1,0,84.0,29.0469210431381,5,132.33033936927126,1,1,3,132.33033936927126,22051,0.05823747,1,1,1
220510205112,15,p,1,0,78.0,29.0696599331867,5,124.50969914823256,1,1,2,124.50969914823256,22051,0.05823747,1,1,1
220510205113,11,p,1,0,55.0,29.09955029888,5,122.8053620047282,1,1,2,122.8053620047282,22051,0.05823747,1,1,1
220510205121,8,p,1,0,58.0,29.0355533714245,5,136.98695396072137,1,1,3,136.98695396072137,22051,0.05823747,1,1,1
220510205131,11,p,1,0,101.0,29.1906318850226,5,111.69026034842948,1,1,2,111.69026034842948,22051,0.05823747,1,1,1
220510240013,16,p,1,0,89.0,29.2432028586817,5,110.08569110045092,1,1,3,110.08569110045092,22051,0.05823747,1,1,1
220510240021,16,p,1,0,81.0,29.2135238944,5,111.6500356752332,1,1,4,111.6500356752332,22051,0.05823747,1,1,1
